BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,CREW MEMBER 6 NAME,CREW MEMBER 6 SPECIES,CREW MEMBER 6 HEALTH,CREW MEMBER 6 PILOT SKILL,CREW MEMBER 6 ENGINE SKILL,CREW MEMBER 6 SHIELD SKILL,CREW MEMBER 6 WEAPON SKILL,CREW MEMBER 6 REPAIR SKILL,CREW MEMBER 6 COMBAT SKILL,CREW MEMBER 6 REPAIRS,CREW MEMBER 6 COMBAT KILLS,CREW MEMBER 6 PILOTED EVASIONS,CREW MEMBER 6 JUMPS SURVIVED,CREW MEMBER 6 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP WEAPON SLOT 4,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,DRONE SLOT 3,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,ENEMY CREW MEMBER 4 NAME,ENEMY CREW MEMBER 4 SPECIES,ENEMY CREW MEMBER 4 HEALTH,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
52,4,CIVILIAN,Engi Homeworlds,82%,15,610,6,2145,"","You transfer down some missile warheads and the Engi rig them to blow before setting a distress signal to attract the fleet's attention.","",53,24,9,2,14,6,97,16,4,4,0,2,2,0,1,1,0,4,3,0,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"ION ARMOR","",GM Faux,Crystal,125,1,0,9,0,3,7,3,4,2,51,0,Nikola,Crystal,125,0,0,0,0,8,14,8,12,0,51,1,Stelly,Crystal,125,0,2,0,0,5,8,5,4,0,51,1,Ferry,Mantis,100,4,0,0,0,1,16,1,20,8,47,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,19,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,7,0,
53,4,CIVILIAN,Engi Homeworlds,82%,15,610,6,2160,"","The Engi can do remarkable things with just a pile of scrap. The Engi hive at this beacon are selling equipment for just that.","System: clonebay, mind, hacking, Augment: AUTO COOLDOWN, REPAIR ARM, BATTERY BOOSTER, ",1,24,12,2,14,6,97,16,4,4,0,2,2,0,1,1,0,4,3,0,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,1,0,9,0,3,7,3,4,2,52,0,Nikola,Crystal,125,0,0,0,0,8,14,8,12,0,52,1,Stelly,Crystal,125,0,2,0,0,5,8,5,4,0,52,1,Ferry,Mantis,100,4,0,0,0,1,16,1,20,8,48,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,20,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,8,0,
54,4,CIVILIAN,Engi Homeworlds,82%,16,632,6,2238,"","With all of the would-be pirates dead, you think it best not to return to the settlement... You prepare to jump.","",23,24,14,2,16,6,100,16,4,4,0,2,2,0,1,1,0,4,4,0,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,1,0,9,0,3,7,3,4,2,53,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,9,0,Nikola,Crystal,106,0,0,0,0,8,16,8,12,0,53,2,Stelly,Crystal,69,0,2,0,0,5,10,5,5,0,53,1,Ferry,Mantis,74,4,0,0,0,1,16,1,22,8,49,2,Hutz,Rock,65,0,0,0,0,0,1,0,0,0,21,0,MANTIS_SCOUT_P,8,16,0,9,0,85,20,4,1,1,4,1,3,1,0,0,3,0,0,LASER BURST 2 A,BOMB ION,,,0,0,0,,,,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",,,,,,,,,,,,,,,,,,,,,false,5,false,1,0,2
55,4,CIVILIAN,Engi Homeworlds,92%,16,649,6,2279,"","Your crew calmly lines up for the Zoltans to take their readings. After a short time, the process is done. They contact you, Thank you for your participation in our study. Please accept these small cakes made from stiff dough as well as some scrap.","",40,24,13,2,16,6,100,16,4,4,0,2,2,0,1,1,0,4,4,0,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,1,0,9,0,3,7,3,4,2,54,0,Nikola,Crystal,125,0,0,0,0,8,16,8,12,0,54,2,Stelly,Crystal,125,0,2,0,0,5,10,5,5,0,54,1,Ferry,Mantis,100,4,0,0,0,1,16,1,22,8,50,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,22,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,10,0,
56,4,CIVILIAN,Engi Homeworlds,102%,16,671,6,2327,"","Good choice, son. We've both come out of this richer.","",62,24,15,2,18,6,100,16,4,4,0,2,2,0,1,1,0,4,4,0,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,1,0,9,0,3,7,3,4,2,55,0,Nikola,Crystal,125,0,0,0,0,8,16,8,12,0,55,2,Stelly,Crystal,125,0,2,0,0,5,10,5,5,0,55,1,Ferry,Mantis,100,4,0,0,0,1,16,1,22,8,51,2,Hutz,Rock,150,0,0,0,0,0,1,0,0,0,23,0,Joel,Engi,100,0,0,0,0,0,0,0,0,0,11,0,ZOLTAN_BOMBER_P,10,16,2,10,4,100,20,4,4,0,3,1,0,2,1,0,4,0,0,MISSILES 2,ION 2,,,3,0,0,COMBAT BEAM 2,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ENERGY SHIELD",Craig Dolan,Engi,100,0,0,Teldarin,Human,100,0,0,Firedihm,Zoltan,70,0,0,Aisha,Engi,100,0,0,false,5,false,,0,2
57,5,CIVILIAN,Zoltan Controlled Sector,0%,16,671,6,2342,"","The Zoltan patrol their borders but let you pass when you ID as Federation. Let's hope they won't be so courteous to the Rebels.","",17,19,13,1,18,6,93,16,4,4,0,4,2,0,1,1,0,4,0,3,ION 4,LASER HEAVY 1,LASER BURST 5,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,2,0,9,0,3,7,3,4,4,57,0,Nikola,Crystal,80,0,0,0,0,8,16,8,12,0,57,2,Stelly,Crystal,66,0,2,0,0,5,15,5,6,0,57,1,Ferry,Mantis,61,4,0,0,0,1,16,1,23,8,53,2,Hutz,Rock,91,0,0,0,0,0,3,0,0,0,25,0,Joel,Engi,100,0,1,0,0,0,0,0,0,0,13,0,
58,5,CIVILIAN,Zoltan Controlled Sector,0%,17,749,6,2504,"","Thank you for rescuing us! They held us hostage to ambush unsuspecting passersby. Please, take this.","",95,15,15,2,21,6,52,16,4,4,0,4,4,0,1,1,0,4,1,1,LASER HEAVY 1,ION 4,LASER BURST 5,MISSILES BURST,3,0,2,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","COMBAT BEAM",GM Faux,Crystal,84,3,0,9,0,3,9,3,6,6,58,1,Joel,Engi,33,0,1,0,0,1,0,1,0,0,14,0,Nikola,Crystal,125,0,0,0,0,9,16,9,12,0,58,2,Stelly,Crystal,112,0,2,0,0,6,16,6,6,0,58,2,Ferry,Mantis,100,4,0,0,0,1,16,1,25,8,54,2,Hutz,Rock,115,0,0,0,0,1,4,1,0,0,26,0,FED_SCOUT_P,11,16,0,8,0,100,23,6,0,5,5,5,0,1,1,0,7,0,2,LASER HEAVY 2,LASER HEAVY 2,BOMB 1,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",,,,,,,,,,,,,,,,,,,,,false,2,false,1,0,1
59,5,CIVILIAN,Zoltan Controlled Sector,0%,18,781,6,2597,"Pulsar Star","The ship explodes, leaving behind a substantial collection of useful scrap material.","",77,15,17,3,21,6,100,16,4,4,0,4,4,0,1,1,0,5,5,0,LASER BURST 5,LASER HEAVY 1,ION 4,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,5,0,9,0,4,9,4,6,10,59,1,Nikola,Crystal,125,0,0,0,0,10,16,10,12,0,59,2,Stelly,Crystal,125,0,2,0,5,6,16,6,6,0,59,2,Ferry,Mantis,100,4,0,0,0,1,16,1,25,8,55,2,Hutz,Rock,150,0,0,9,0,2,4,2,0,0,27,0,Joel,Engi,100,0,3,0,0,3,0,3,0,0,15,0,
60,5,CIVILIAN,Zoltan Controlled Sector,2%,19,828,6,2712,"Asteroid Field","The ship explodes, leaving behind a substantial collection of useful scrap material.","",124,12,19,2,23,6,89,16,4,4,0,4,2,0,1,0,1,5,5,0,LASER BURST 5,LASER HEAVY 1,ION 4,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,8,0,9,0,4,9,4,6,16,60,1,Nikola,Crystal,125,0,0,0,0,10,16,10,12,0,60,2,Stelly,Crystal,125,0,2,0,10,6,16,6,6,0,60,2,Ferry,Mantis,100,4,0,0,0,1,16,1,25,8,56,2,Hutz,Rock,150,0,0,17,0,2,4,2,0,0,28,0,Joel,Engi,100,0,6,0,0,3,0,3,0,0,16,0,
61,5,CIVILIAN,Zoltan Controlled Sector,12%,20,875,6,2828,"Asteroid Field","As you're salvaging the Mantis wreck the Zoltan security patrol returns with three other ships. You quickly salvage what you can and set off before they can stop you for questioning.","",171,11,18,2,25,6,14,16,4,4,0,4,1,0,1,1,0,5,5,0,LASER BURST 5,LASER HEAVY 1,ION 4,MISSILES BURST,3,2,1,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","COMBAT BEAM",GM Faux,Crystal,107,8,0,9,0,4,9,4,6,16,61,1,Joel,Engi,100,0,6,0,0,4,0,4,0,0,17,0,Nikola,Crystal,66,0,0,0,0,11,16,11,12,0,61,2,Stelly,Crystal,66,0,2,0,10,6,16,6,7,0,61,2,Ferry,Mantis,100,4,0,0,0,1,16,1,28,8,57,2,Hutz,Rock,83,0,0,17,0,2,5,2,1,0,29,0,MANTIS_BOMBER,15,16,0,14,0,100,22,6,6,0,3,3,0,1,1,0,5,0,2,BEAM 2,LASER BURST 2 A,,,0,0,0,,,,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"",,,,,,,,,,,,,,,,,,,,,false,2,false,1,1,3
62,5,CIVILIAN,Zoltan Controlled Sector,22%,20,875,6,2843,"","The Zoltan are fascinated by other species, and have set up something of an alien knick-knack shop here. Why not take a look?","Weapon: BOMB 1, ION CHAINGUN, BEAM LONG, System: clonebay, mind, hacking, Crew: Human, Human, Human, ",138,22,17,2,25,6,75,16,4,4,0,4,1,0,1,1,0,5,5,0,LASER BURST 5,LASER HEAVY 1,ION 4,MISSILES BURST,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","COMBAT BEAM",GM Faux,Crystal,125,8,0,9,0,4,9,4,6,16,62,1,Nikola,Crystal,125,0,0,0,0,11,16,11,12,0,62,2,Stelly,Crystal,125,0,2,0,10,6,16,6,7,0,62,2,Ferry,Mantis,100,4,0,0,0,1,16,1,28,8,58,2,Hutz,Rock,150,0,0,17,0,2,5,2,1,0,30,0,Joel,Engi,100,0,6,0,0,5,0,5,0,0,18,0,
63,5,CIVILIAN,Zoltan Controlled Sector,32%,21,918,6,2952,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",71,22,16,3,26,6,100,16,4,4,0,4,1,0,1,1,0,7,7,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,8,0,9,0,4,9,4,6,16,63,1,Nikola,Crystal,125,0,0,0,0,11,16,11,12,0,63,2,Stelly,Crystal,125,0,2,0,10,6,16,6,7,0,63,2,Ferry,Mantis,100,4,0,0,14,1,16,1,28,8,59,2,Hutz,Rock,150,0,0,17,0,2,5,2,1,0,31,0,Joel,Engi,100,0,6,0,0,5,0,5,0,0,19,0,
64,5,CIVILIAN,Zoltan Controlled Sector,42%,21,918,6,2967,"","You feel naked without functioning sensors. You half expect a Rebel ship to appear from behind a cloud at any moment, but none come.","",11,22,15,3,26,6,100,18,4,4,0,4,3,0,1,1,0,7,7,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,8,0,9,0,4,9,4,6,16,64,1,Nikola,Crystal,125,0,0,0,0,11,16,11,12,0,64,2,Stelly,Crystal,125,0,2,0,10,6,16,6,7,0,64,2,Ferry,Mantis,100,4,0,0,14,1,16,1,28,8,60,2,Hutz,Rock,150,0,0,17,0,2,5,2,1,0,32,0,Joel,Engi,100,0,6,0,0,5,0,5,0,0,20,0,
65,5,CIVILIAN,Zoltan Controlled Sector,47%,22,977,6,3101,"","There are no more life-signs remaining on the ship. You strip it of useful materials.","",70,22,14,3,27,6,100,18,4,4,0,4,2,0,1,1,0,7,7,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,2,0,DEFENSE 1,COMBAT 1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,9,0,9,0,4,9,4,6,18,65,1,Joel,Engi,100,0,7,0,0,5,0,5,0,0,21,0,Nikola,Crystal,85,0,0,0,0,11,16,11,13,0,65,2,Stelly,Crystal,77,0,2,0,10,6,16,6,8,0,65,2,Ferry,Mantis,100,4,0,0,14,1,16,1,29,8,61,2,Hutz,Rock,97,0,0,17,0,2,5,2,1,0,33,0,ROCK_SCOUT,12,16,0,5,0,100,20,6,6,0,3,3,0,1,1,0,6,0,0,ION 2,MISSILES 3,LASER HEAVY 1,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"ROCK ARMOR",,,,,,,,,,,,,,,,,,,,,false,2,false,1,0,2
66,5,CIVILIAN,Zoltan Controlled Sector,52%,22,977,6,3116,"","You can't see anything through the thick gases surrounding your ship. Without knowing what is out there, all you can do is wait for your FTL to charge.","",70,22,13,3,27,6,100,18,4,4,0,4,3,0,1,1,0,7,7,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,9,0,9,0,4,9,4,6,18,66,1,Nikola,Crystal,125,0,0,0,0,11,16,11,13,0,66,2,Stelly,Crystal,125,0,2,0,10,6,16,6,8,0,66,2,Ferry,Mantis,100,4,0,0,14,1,16,1,29,8,62,2,Hutz,Rock,150,0,0,17,0,2,5,2,1,0,34,0,Joel,Engi,100,0,7,0,0,5,0,5,0,0,22,0,
67,5,CIVILIAN,Zoltan Controlled Sector,57%,23,1023,6,3230,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",116,22,12,4,29,6,100,18,4,4,0,4,4,0,1,1,0,7,4,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,9,0,9,0,4,9,4,6,18,67,1,Nikola,Crystal,125,0,0,0,0,11,16,11,13,0,67,2,Stelly,Crystal,125,0,2,0,10,6,16,6,8,0,67,2,Ferry,Mantis,100,4,0,0,34,1,16,1,29,8,63,2,Hutz,Rock,150,0,0,17,0,2,5,2,1,0,35,0,Joel,Engi,100,0,7,0,0,5,0,5,0,0,23,0,
68,5,CIVILIAN,Zoltan Controlled Sector,62%,23,1023,6,3245,"","You don't have time to hail the Zoltan ship that was waiting at this beacon before it jumps away. They are a careful race.","",16,22,11,4,29,6,100,18,4,4,0,4,4,0,1,1,0,8,4,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,9,0,9,0,4,9,4,6,18,68,1,Nikola,Crystal,125,0,0,0,0,11,16,11,13,0,68,2,Stelly,Crystal,125,0,2,0,10,6,16,6,8,0,68,2,Ferry,Mantis,100,4,0,0,34,1,16,1,29,8,64,2,Hutz,Rock,150,0,0,17,0,2,5,2,1,0,36,0,Joel,Engi,100,0,7,0,0,5,0,5,0,0,24,0,
69,5,CIVILIAN,Zoltan Controlled Sector,71%,24,1069,6,3359,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",62,21,12,3,31,6,73,18,4,4,0,4,3,0,1,0,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,11,0,9,0,4,9,4,6,22,69,1,Nikola,Crystal,125,0,0,0,0,11,16,11,13,0,69,2,Stelly,Crystal,125,0,2,2,10,6,16,6,8,0,69,2,Ferry,Mantis,100,4,0,0,42,1,16,1,29,8,65,2,Hutz,Rock,150,0,0,17,0,2,5,2,1,0,37,0,Joel,Engi,100,0,9,0,0,5,0,5,0,0,25,0,
